id,title2,release_year,imdb_id
1462,Thieves,1996,tt0118100
1463,Les Boys,1997,tt0118764
1464,The Stars Fell on Henrietta,1995,tt0114534
1465,Last Summer in the Hamptons,1995,tt0113612
1466,Margaret's Museum,1995,tt0113774
1467,The Saint of Fort Washington,1993,tt0108026
1468,The Cure,1995,tt0112757
1469,Tom and Huck,1995,tt0112302
1470,Gumby: The Movie,1995,tt0113234
1471,Hideaway,1995,tt0113303
1472,The Visitors,1993,
1473,The Little Princess,1939,tt0031580
1474,Nina Takes a Lover,1994,tt0110671
1475,Bhaji on the Beach,1993,tt0106408
1476,Raw Deal,1948,tt0040723
1477,Nightwatch,1997,tt0119791
1478,Dead Presidents,1995,tt0112819
1479,Reckless,1995,tt0114241
1480,Herbie Rides Again,1974,tt0071607
1481,S.F.W.,1994,tt0111048
1482,The Gate of Heavenly Peace,1995,
1483,The Man in the Iron Mask,1998,tt0120744
1484,The Jerky Boys,1994,
1485,Le Colonel Chabert,1994,
1486,Girl in the Cadillac,1995,tt0113173
1487,Even Cowgirls Get the Blues,1993,tt0106834
1488,Germinal,1993,tt0107002
1489,Chasers,1994,tt0109403
1490,Fausto,1993,tt0106878
1491,Tough and Deadly,1995,
1492,Window to Paris,1994,
1493,A Modern Affair,1995,tt0113839
1494,Il Mostro,1994,
1495,Flirt,1995,tt0113080
1496,Carpool,1996,tt0115836
1497,The Line King: Al Hirschfeld,1996,
1498,Farmer & Chase,1995,
1499,Grosse Fatigue,1994,
1500,Santa with Muscles,1996,tt0117550
1501,Prisoner of the Mountains,1996,tt0116754
1502,Naked in New York,1994,
1503,Gold Diggers: The Secret of Bear Mountain,1995,tt0113188
1504,Der Bewegte Mann,1994,
1505,Killer: A Journal of Murder,1995,tt0113542
1506,Nelly & Monsieur Arnaud,1995,tt0113947
1507,Three Lives and Only One Death,1996,tt0117968
1508,The Babysitter,1995,tt0112438
1509,Getting Even with Dad,1994,tt0109891
1510,Mad Dog Time,1996,tt0116953
1511,Children of the Revolution,1996,tt0115886
1512,The World of Apu,1959,tt0052572
1513,Sprung,1997,tt0120190
1514,Dream With the Fishes,1997,
1515,Wings of Courage,1995,tt0114952
1516,The Wedding Gift,1994,
1517,Race the Sun,1996,tt0117427
1518,Losing Isaiah,1995,tt0113691
1519,New Jersey Drive,1995,tt0113967
1520,The Fear,1995,tt0113043
1521,Mr. Wonderful,1993,tt0107613
1522,Trial by Jury,1994,tt0111488
1523,A Good Man in Africa,1994,tt0109920
1524,Kaspar Hauser,1993,tt0110246
1525,The Object of My Affection,1998,tt0120772
1526,Witness,1985,tt0090329
1527,Senseless,1998,tt0120820
1528,Nowhere,1997,tt0119809
1529,Underground,1995,tt0114787
1530,Jefferson in Paris,1995,tt0113463
1531,Far From Home: The Adventures of Yellow Dog,1995,
1532,Foreign Student,1994,tt0109828
1533,I Don't Want to Talk About It,1993,tt0106678
1534,Twin Town,1997,tt0120394
1535,L' Enfer,1994,
1536,Aiqing wansui,1994,
1537,Cosi,1996,tt0115951
1538,All Over Me,1997,tt0118586
1539,Being Human,1993,
1540,The Amazing Panda Adventure,1995,tt0112342
1541,"Maine, The Beans of Egypt",1994,
1542,The Scarlet Letter,1926,tt0017350
1543,Johns,1996,tt0116714
1544,It Takes Two,1995,tt0113442
1545,Frankie Starlight,1995,tt0113107
1546,Shadows,1988,
1547,The Show,1995,tt0114435
1548,The Courtyard,1995,
1549,Dream Man,1995,
1550,Destiny Turns on the Radio,1995,tt0112854
1551,The Glass Shield,1994,tt0109906
1552,The Hunted,1995,tt0113360
1553,The Underneath,1995,tt0114788
1554,Safe Passage,1994,tt0111054
1555,The Secret Adventures of Tom Thumb,1993,tt0108069
1556,Condition Red,1995,tt0112712
1557,Yankee Zulu,1994,
1558,Aparajito,1956,tt0048956
1559,Hostile Intentions,1994,
1560,Clean Slate,1981,
1561,Tigrero: A Film That Was Never Made,1994,tt0111430
1562,The Eye of Vichy,1993,
1563,The Promise,1994,
1564,To Cross the Rubicon,1991,tt0103095
1565,Daens,1992,tt0104046
1566,The Man from Down Under,1943,tt0031612
1567,Careful,1992,tt0103926
1568,Vermont Is For Lovers,1992,
1569,La Vie est belle,1987,
1570,Quartier Mozart,1992,tt0105201
1571,Touki Bouki,1973,
1572,Wend Kuuni,1982,tt0084898
1573,Spirits of the Dead,1968,tt0063715
1574,Pharaoh's Army,1995,tt0114122
1575,Worst of All I,1990,
1576,A Hungarian Fairy Tale,1987,tt0093199
1577,Death in the Garden,1956,tt0049521
1578,La Collectionneuse,1967,
1579,Baton Rouge,1988,tt0094822
1580,Liebelei,1933,tt0024252
1581,The Woman in Question,1950,tt0043140
1582,T-Men,1947,tt0039881
1583,The Invitation,1986,
1584,La Symphonie pastorale,1946,
1585,American Dream,1990,tt0099028
1586,Lashou shentan,1992,
1587,Terror in a Texas Town,1958,tt0052287
1588,Salut cousin!,1996,tt0117544
1589,Schizopolis,1996,tt0117561
1590,or Not To Have,1995,
1591,Duoluo tianshi,1995,
1592,The Magic Hour,1998,
1593,Death in Brunswick,1991,
1594,Everest,1998,tt0120661
1595,Shopping,1994,tt0111173
1596,Nemesis 2: Nebula,1995,
1597,Romper Stomper,1992,tt0105275
1598,City of Industry,1997,tt0118859
1599,Someone Else's America,1995,tt0114494
1600,Guantanamera,1994,
1601,Office Killer,1997,tt0119819
1602,A Price Above Rubies,1998,tt0120793
1603,Angela,1995,tt0112364
1604,He Walked by Night,1948,tt0040427
1605,Love Serenade,1996,tt0116930
1606,Deceiver,1997,tt0119527
1607,Hurricane Streets,1998,
1608,Buddy,1997,tt0118787
1609,B*A*P*S,1997,tt0118663
1610,N.M. Truth or Consequences,1997,
1611,Intimate Relations,1996,tt0116643
1612,The Leading Man,1996,tt0116845
1613,Tokyo Fist,1995,tt0114690
1614,The Reluctant Debutante,1958,tt0052126
1615,Warriors of Virtue,1997,tt0120479
1616,Desert Winds,1995,
1617,Hugo Pool,1997,tt0119327
1618,King of New York,1990,tt0099939
1619,All Things Fair,1996,
1620,The Sixth Man,1997,tt0120142
1621,Butterfly Kiss,1995,tt0112604
1622,France Paris,1993,
1623,La Cérémonie,1995,
1624,Hush,1998,tt0118744
1625,Nightwatch,1997,tt0119791
1626,Nobody Loves Me,1994,tt0110251
1627,The Wife,1995,tt0114936
1628,Lamerica,1994,tt0110299
1629,Nico Icon,1995,tt0113973
1630,The Silence of the Palace,1994,
1631,The Slingshot,1993,tt0107349
1632,Land and Freedom,1995,tt0114671
1633,Á köldum klaka,1994,
1634,Etz Hadomim Tafus,1994,tt0109751
1635,Two Friends,1986,
1636,Brothers in Trouble,1995,tt0112586
1637,Girls Town,1996,tt0116418
1638,Normal Life,1996,tt0117202
1639,Bitter Sugar,1996,tt0115600
1640,The Eighth Day,1996,tt0116581
1641,Dadetown,1995,tt0112777
1642,Some Mother's Son,1996,tt0117690
1643,Angel Baby,1995,tt0112362
1644,Sudden Manhattan,1996,tt0117775
1645,The Butcher Boy,1998,
1646,Men With Guns,1997,
1647,Hana-bi,1997,tt0119250
1648,Niagara Niagara,1997,
1649,The Big One,1997,tt0124295
1650,The Butcher Boy,1998,
1651,The Spanish Prisoner,1997,tt0120176
1652,Temptress Moon,1996,tt0116295
1653,Entertaining Angels: The Dorothy Day Story,1996,tt0116212
1654,Chairman of the Board,1998,tt0118836
1655,The Favor,1994,tt0109783
1656,Little City,1998,
1657,Target,1995,tt0114618
1658,The Substance of Fire,1996,tt0117773
1659,Getting Away With Murder,1996,
1660,Small Faces,1995,tt0114474
1661,The New Age,1994,tt0110649
1662,Rough Magic,1995,tt0114303
1663,Nothing Personal,1995,tt0114007
1664,8 Heads in a Duffel Bag,1997,tt0118541
1665,A Brother's Kiss,1997,tt0118783
1666,Ripe,1996,tt0117482
1667,The Next Step,1995,
1668,Wedding Bell Blues,1996,tt0118127
1669,MURDER and murder,1996,tt0116949
1670,Tainted,1998,tt0128690
1671,A Further Gesture,1996,
1672,Kika,1993,tt0107315
1673,Mirage,1995,tt0113827
1674,Mamma Roma,1962,tt0056215
1675,The Sunchaser,1996,tt0117781
1676,The War at Home,1996,tt0118117
1677,Sweet Nothing,1995,tt0114592
1678,Mat' i syn,1997,
1679,B. Monkey,1998,tt0120594
1680,Sliding Doors,1998,tt0120148
1681,You So Crazy,1994,
1682,Scream of Stone,1991,tt0102855
