,title,title2,release_year,release_date,video_release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,imdb_id
851,Two or Three Things I Know About Her (1966),Two or Three Things I Know About Her,1966,01-Jan-1966,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt4474042
852,"Bloody Child, The (1996)",The Bloody Child,1996,26-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0115715
853,Braindead (1992),Braindead,1992,01-Jan-1992,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt4508316
854,Bad Taste (1987),Bad Taste,1987,01-Jan-1987,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0092610
855,Diva (1981),Diva,1981,01-Jan-1981,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,tt0082269
856,Night on Earth (1991),Night on Earth,1991,01-Jan-1991,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0102536
857,Paris Was a Woman (1995),Paris Was a Woman,1995,08-Nov-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0114093
858,Amityville: Dollhouse (1996),Amityville: Dollhouse,1996,01-Jan-1996,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0115535
859,April Fool's Day (1986),April Fool's Day,1986,01-Jan-1986,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0090655
860,"Believers, The (1987)",The Believers,1987,01-Jan-1987,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,tt0241357
861,Nosferatu a Venezia (1986),Nosferatu a Venezia,1986,01-Jan-1986,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0091651
862,Jingle All the Way (1996),Jingle All the Way,1996,22-Nov-1996,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116705
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",The Garden of Finzi-Contini,1970,08-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0065777
864,My Fellow Americans (1996),My Fellow Americans,1996,20-Dec-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117119
865,"Ice Storm, The (1997)",The Ice Storm,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119349
866,Michael (1996),Michael,1996,25-Dec-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0117038
867,"Whole Wide World, The (1996)",The Whole Wide World,1996,25-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt6173150
868,Hearts and Minds (1996),Hearts and Minds,1996,10-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0540247
869,Fools Rush In (1997),Fools Rush In,1997,14-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119141
870,Touch (1997),Touch,1997,14-Feb-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120357
871,Vegas Vacation (1997),Vegas Vacation,1997,14-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120434
872,Love Jones (1997),Love Jones,1997,14-Mar-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119572
873,Picture Perfect (1997),Picture Perfect,1997,01-Aug-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119896
874,Career Girls (1997),Career Girls,1997,08-Aug-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118818
875,She's So Lovely (1997),She's So Lovely,1997,22-Aug-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0120112
876,Money Talks (1997),Money Talks,1997,22-Aug-1997,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119695
877,Excess Baggage (1997),Excess Baggage,1997,01-Jan-1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119086
878,That Darn Cat! (1997),That Darn Cat!,1997,14-Feb-1997,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,tt0059793
879,"Peacemaker, The (1997)",The Peacemaker,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,tt0589978
880,Soul Food (1997),Soul Food,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120169
881,Money Talks (1997),Money Talks,1997,22-Aug-1997,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119695
882,Washington Square (1997),Washington Square,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120481
883,Telling Lies in America (1997),Telling Lies in America,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120303
884,Year of the Horse (1997),Year of the Horse,1997,01-Jan-1997,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0120539
885,Phantoms (1998),Phantoms,1998,01-Jan-1998,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0119891
886,"Life Less Ordinary, A (1997)",A Life Less Ordinary,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,tt0119535
887,Eve's Bayou (1997),Eve's Bayou,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119080
888,One Night Stand (1997),One Night Stand,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119832
889,"Tango Lesson, The (1997)",The Tango Lesson,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120275
890,Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation,1997,01-Jan-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119707
891,Bent (1997),Bent,1997,18-Dec-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0118698
892,Flubber (1997),Flubber,1997,01-Jan-1997,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0119137
893,For Richer or Poorer (1997),For Richer or Poorer,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119142
894,Home Alone 3 (1997),Home Alone 3,1997,01-Jan-1997,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119303
895,Scream 2 (1997),Scream 2,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,tt0120082
896,"Sweet Hereafter, The (1997)",The Sweet Hereafter,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt5728946
897,Time Tracers (1995),Time Tracers,1995,01-Jan-1995,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0128755
898,"Postman, The (1997)",The Postman,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119925
899,"Winter Guest, The (1997)",The Winter Guest,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120521
900,Kundun (1997),Kundun,1997,25-Dec-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119485
901,Mr. Magoo (1997),Mr. Magoo,1997,25-Dec-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119718
902,"Big Lebowski, The (1998)",The Big Lebowski,1998,26-Dec-1997,,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,tt0118715
903,Afterglow (1997),Afterglow,1997,26-Dec-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0118566
904,Ma vie en rose (My Life in Pink) (1997),Ma vie en rose,1997,26-Dec-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119590
905,Great Expectations (1998),Great Expectations,1998,01-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0119223
906,Oscar & Lucinda (1997),Oscar & Lucinda,1997,31-Dec-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0119843
907,Vermin (1998),Vermin,1998,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120881
908,Half Baked (1998),Half Baked,1998,16-Jan-1998,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120693
909,Dangerous Beauty (1998),Dangerous Beauty,1998,23-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118892
910,Nil By Mouth (1997),Nil By Mouth,1997,06-Feb-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119792
911,Twilight (1998),Twilight,1998,30-Jan-1998,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0119594
912,U.S. Marshalls (1998),U.S. Marshalls,1998,10-Mar-1998,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120873
913,Love and Death on Long Island (1997),Love and Death on Long Island,1997,10-Mar-1998,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119574
914,Wild Things (1998),Wild Things,1998,14-Mar-1998,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,tt0120890
915,Primary Colors (1998),Primary Colors,1998,20-Mar-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119942
916,Lost in Space (1998),Lost in Space,1998,27-Mar-1998,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0120738
917,Mercury Rising (1998),Mercury Rising,1998,27-Mar-1998,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0120749
918,City of Angels (1998),City of Angels,1998,03-Apr-1998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120632
919,"City of Lost Children, The (1995)",The City of Lost Children,1995,01-Jan-1995,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0112682
920,Two Bits (1995),Two Bits,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114753
921,Farewell My Concubine (1993),Farewell My Concubine,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0106332
922,Dead Man (1995),Dead Man,1995,10-May-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0112817
923,Raise the Red Lantern (1991),Raise the Red Lantern,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0101640
924,White Squall (1996),White Squall,1996,01-Jan-1996,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118158
925,Unforgettable (1996),Unforgettable,1996,23-Feb-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0118040
926,Down Periscope (1996),Down Periscope,1996,01-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116130
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",The Flower of My Secret,1995,08-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113083
928,"Craft, The (1996)",The Craft,1996,26-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,tt0115963
929,Harriet the Spy (1996),Harriet the Spy,1996,03-Jul-1996,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116493
930,Chain Reaction (1996),Chain Reaction,1996,31-Jul-1996,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0115857
931,"Island of Dr. Moreau, The (1996)",The Island of Dr. Moreau,1996,23-Aug-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0116654
932,First Kid (1996),First Kid,1996,30-Aug-1996,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116311
933,"Funeral, The (1996)",The Funeral,1996,25-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116378
934,"Preacher's Wife, The (1996)",The Preacher's Wife,1996,13-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117372
935,Paradise Road (1997),Paradise Road,1997,18-Apr-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0119859
936,Brassed Off (1996),Brassed Off,1996,13-Jun-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0115744
937,"Thousand Acres, A (1997)",A Thousand Acres,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120323
938,"Smile Like Yours, A (1997)",A Smile Like Yours,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120151
939,Murder in the First (1995),Murder in the First,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0113870
940,Airheads (1994),Airheads,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109068
941,With Honors (1994),With Honors,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111732
942,What's Love Got to Do with It (1993),What's Love Got to Do with It,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0108551
943,Killing Zoe (1994),Killing Zoe,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt6140916
944,Renaissance Man (1994),Renaissance Man,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,tt0110971
945,Charade (1963),Charade,1963,01-Jan-1963,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,tt0056923
946,"Fox and the Hound, The (1981)",The Fox and the Hound,1981,01-Jan-1981,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0082406
947,"Big Blue, The (Grand bleu, Le) (1988)",The Big Blue,1988,01-Jan-1988,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0095250
948,Booty Call (1997),Booty Call,1997,28-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0118750
949,How to Make an American Quilt (1995),How to Make an American Quilt,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0113347
950,Georgia (1995),Georgia,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113158
951,"Indian in the Cupboard, The (1995)",The Indian in the Cupboard,1995,01-Jan-1995,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0113419
952,Blue in the Face (1995),Blue in the Face,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112541
953,Unstrung Heroes (1995),Unstrung Heroes,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114798
954,Unzipped (1995),Unzipped,1995,01-Jan-1995,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0114805
955,Before Sunrise (1995),Before Sunrise,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0112471
956,Nobody's Fool (1994),Nobody's Fool,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110684
957,Pushing Hands (1992),Pushing Hands,1992,01-Jan-1992,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0105652
958,To Live (Huozhe) (1994),To Live,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110081
959,Dazed and Confused (1993),Dazed and Confused,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0106677
960,Naked (1993),Naked,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107653
961,Orlando (1993),Orlando,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0255451
962,Ruby in Paradise (1993),Ruby in Paradise,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0108000
963,Some Folks Call It a Sling Blade (1993),Some Folks Call It a Sling Blade,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0108181
964,"Month by the Lake, A (1995)",A Month by the Lake,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113849
965,Funny Face (1957),Funny Face,1957,01-Jan-1957,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0050419
966,"Affair to Remember, An (1957)",An Affair to Remember,1957,01-Jan-1957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0050105
967,Little Lord Fauntleroy (1936),Little Lord Fauntleroy,1936,01-Jan-1936,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0027893
968,"Inspector General, The (1949)",The Inspector General,1949,01-Jan-1949,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0041509
969,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day,1968,01-Jan-1968,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0063819
970,Hear My Song (1991),Hear My Song,1991,01-Jan-1991,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0102014
971,Mediterraneo (1991),Mediterraneo,1991,01-Jan-1991,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,tt0102426
972,Passion Fish (1992),Passion Fish,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0105107
973,Grateful Dead (1995),Grateful Dead,1995,18-Oct-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0113212
974,Eye for an Eye (1996),Eye for an Eye,1996,01-Jan-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0116260
975,Fear (1996),Fear,1996,12-Apr-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0116287
976,Solo (1996),Solo,1996,23-Aug-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,tt0117688
977,"Substitute, The (1996)",The Substitute,1996,19-Apr-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117774
978,Heaven's Prisoners (1996),Heaven's Prisoners,1996,10-May-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0116508
979,"Trigger Effect, The (1996)",The Trigger Effect,1996,30-Aug-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt6148556
980,Mother Night (1996),Mother Night,1996,01-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117093
981,Dangerous Ground (1997),Dangerous Ground,1997,04-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118927
982,Maximum Risk (1996),Maximum Risk,1996,13-Sep-1996,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0117011
983,"Rich Man's Wife, The (1996)",The Rich Man's Wife,1996,13-Sep-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0117473
984,Shadow Conspiracy (1997),Shadow Conspiracy,1997,31-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120107
985,Blood & Wine (1997),Blood & Wine,1997,15-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt6173172
986,Turbulence (1997),Turbulence,1997,10-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120390
987,Underworld (1997),Underworld,1997,09-May-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0163964
988,"Beautician and the Beast, The (1997)",The Beautician and the Beast,1997,07-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0118691
989,Cats Don't Dance (1997),Cats Don't Dance,1997,26-Mar-1997,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0118829
990,Anna Karenina (1997),Anna Karenina,1997,04-Apr-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0118623
991,Keys to Tulsa (1997),Keys to Tulsa,1997,11-Apr-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0116762
992,Head Above Water (1996),Head Above Water,1996,20-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0116502
993,Hercules (1997),Hercules,1997,27-Jun-1997,,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0119282
994,"Last Time I Committed Suicide, The (1997)",The Last Time I Committed Suicide,1997,20-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119502
995,"Kiss Me, Guido (1997)",Guido Kiss Me,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119465
996,"Big Green, The (1995)",The Big Green,1995,01-Jan-1995,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112499
997,Stuart Saves His Family (1995),Stuart Saves His Family,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0114571
998,Cabin Boy (1994),Cabin Boy,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109361
999,Clean Slate (1994),Clean Slate,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109443
1000,Lightning Jack (1994),Lightning Jack,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,tt0110353
1001,"Stupids, The (1996)",The Stupids,1996,30-Aug-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117768
1002,"Pest, The (1997)",The Pest,1997,07-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1655606
1003,That Darn Cat! (1997),That Darn Cat!,1997,14-Feb-1997,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,tt0059793
1004,Geronimo: An American Legend (1993),Geronimo: An American Legend,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,tt0107004
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",La Double vie de Véronique,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0101765
1006,Until the End of the World (Bis ans Ende der Welt) (1991),Until the End of the World,1991,01-Jan-1991,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,tt0101458
1007,Waiting for Guffman (1996),Waiting for Guffman,1996,31-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0118111
1008,I Shot Andy Warhol (1996),I Shot Andy Warhol,1996,01-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116594
1009,Stealing Beauty (1996),Stealing Beauty,1996,14-Jun-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117737
1010,Basquiat (1996),Basquiat,1996,16-Aug-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115632
1011,2 Days in the Valley (1996),2 Days in the Valley,1996,27-Sep-1996,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0115438
1012,Private Parts (1997),Private Parts,1997,07-Mar-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119951
1013,Anaconda (1997),Anaconda,1997,11-Apr-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0118615
1014,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion,1997,25-Apr-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120032
1015,Shiloh (1997),Shiloh,1997,23-May-1997,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt6173324
1016,Con Air (1997),Con Air,1997,06-Jun-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0118880
1017,Trees Lounge (1996),Trees Lounge,1996,11-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117958
1018,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!,1990,01-Jan-1990,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0101026
1019,"Die xue shuang xiong (Killer, The) (1989)",Die xue shuang xiong,1989,01-Jan-1989,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0097202
1020,Gaslight (1944),Gaslight,1944,01-Jan-1944,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,tt0036855
1021,8 1/2 (1963),8 1/2,1963,01-Jan-1963,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt1779227
1022,"Fast, Cheap & Out of Control (1997)",Cheap & Out of Control Fast,1997,01-Jan-1997,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0119107
1023,Fathers' Day (1997),Fathers' Day,1997,09-May-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119109
1024,Mrs. Dalloway (1997),Mrs. Dalloway,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119723
